event_id_1,event_id_2,date,src_1,src_2,lat_1,lat_2,lon_1,lon_2,mag_1,mag_2,dmag,dist_km,dt_min,time_verdict,false_merge_risk_if_same_mag,same_source
EV-00046,EV-00047,2008-09-20,Seismic Data of Bangladesh-2023x.doc,Seismic Data of Bangladesh-2023x.doc,23.8,23.83333333333333,91.1,91.11666666666666,4.3,4.8,0.5,4.0758566932973945,65.11666666666666,distinct_events_65min_apart,LOW,True
EV-00357,EV-00358,2015-04-25,Seismic Data of Bangladesh-2023x.doc,Seismic Data of Bangladesh-2023x.doc,27.55,27.633333333333333,85.55,85.5,4.7,5.3,0.5999999999999996,10.494901104764246,102.18333333333334,distinct_events_102min_apart,LOW,True
EV-00362,EV-00363,2015-04-25,Seismic Data of Bangladesh-2023x.doc,Seismic Data of Bangladesh-2023x.doc,27.866666666666667,27.916666666666668,85.56666666666666,85.65,5.0,5.4,0.40000000000000036,9.89868145764469,50.45,close_in_time_50min,LOW,True
EV-00565,EV-00566,2019-11-26,Seismic Data of Bangladesh-2023x.doc,Seismic Data of Bangladesh-2023x.doc,19.2,19.23333333333333,95.03333333333332,94.95,4.7,5.4,0.7000000000000002,9.502603930770464,89.75,distinct_events_90min_apart,LOW,True
EV-00606,EV-00607,2020-07-17,Seismic Data of Bangladesh-2023x.doc,Seismic Data of Bangladesh-2023x.doc,23.08333333333333,23.116666666666667,93.31666666666666,93.31666666666666,4.3,5.3,1.0,3.706497554819204,367.25,distinct_events_367min_apart,LOW,True
EV-00672,EV-00673,2021-05-29,Seismic Data of Bangladesh-2023x.doc,Seismic Data of Bangladesh-2023x.doc,24.9,24.9,91.88333333333334,91.88333333333334,2.8,4.1,1.2999999999999998,0.0,39.11666666666667,close_in_time_39min,LOW,True
EV-00674,EV-00675,2021-05-29,Seismic Data of Bangladesh-2023x.doc,Seismic Data of Bangladesh-2023x.doc,25.08333333333333,25.1,92.16666666666669,92.2,3.0,4.0,1.0,3.834329289446424,201.83333333333334,distinct_events_202min_apart,LOW,True
EV-00882,EV-00884,2023-07-30,মাসিক ডাটা ২৩-২৪.docx,মাসিক ডাটা ২৩-২৪.docx,30.375,30.398,94.83,94.805,4.8,4.9,0.10000000000000053,3.50587686724603,858.55,distinct_events_859min_apart,MEDIUM,True
EV-01022,EV-01023,2024-06-02,মাসিক ডাটা ২৩-২৪.docx,মাসিক ডাটা ২৩-২৪.docx,23.726,23.659,121.668,121.665,5.0,5.1,0.09999999999999964,7.456319893514375,8.25,close_in_time_8min,HIGH,True
